year,topic_0_words
1979,"[('export', 0.0024992381), ('shipping', 0.0019505571), ('prices', 0.0015030327), ('transport', 0.0013817567), ('labour', 0.0012789565)]"
1979,"[('university', 0.0025082093), ('export', 0.0021582106), ('tax', 0.0020082402), ('banks', 0.0019313372), ('commerce', 0.0017775624), ('trade', 0.0017534676), ('muslim', 0.0016596562), ('countries', 0.0016165976)]"
1979,"[('irrigation', 0.0029697574), ('supply', 0.0023611016), ('gas', 0.002053784), ('works', 0.0017152223), ('drugs', 0.0013297292), ('communications', 0.0013286653)]"
1979,"[('chemicals', 0.0037309015), ('steel', 0.0034397952), ('fertilizers', 0.0028638043), ('petroleum', 0.002863333), ('companies', 0.001931265), ('company', 0.0019246863), ('defence', 0.001908122), ('prices', 0.0018681218)]"
1979,"[('industries', 0.0038028301), ('cement', 0.0025584958), ('prasad', 0.0019690958), ('financial', 0.0017538435)]"
1979,"[('shipping', 0.0024000686), ('satish', 0.002022748), ('tax', 0.001968938), ('transport', 0.0018271263)]"
1979,"[('cooperation', 0.0024481665), ('supplies', 0.0022053027), ('judge', 0.002162783), ('justice', 0.0014007415), ('export', 0.0013890334), ('commerce', 0.0013739994)]"
1979,"[('university', 0.005345901), ('irrigation', 0.0046893875), ('social', 0.001955213), ('works', 0.0018433059), ('supply', 0.0018413964), ('housing', 0.0017959414), ('aligarh', 0.0017114998), ('rehabilitation', 0.0016609016)]"
1979,"[('police', 0.0033458178), ('irrigation', 0.0030430083), ('housing', 0.002569285), ('supply', 0.002246045), ('works', 0.0019511958), ('crp', 0.0017916149), ('situation', 0.0015919163), ('rehabilitation', 0.0014900262), ('social', 0.0014723454), ('ram', 0.0014643738)]"
1979,"[('steel', 0.0038250487), ('lokpal', 0.0025623601), ('petroleum', 0.002413199), ('energy', 0.0022132755), ('defence', 0.0020760181), ('chemicals', 0.0019496308), ('authority', 0.0019104008), ('parliament', 0.0018295583)]"
1979,"[('industries', 0.0016210277), ('asadha', 0.0014283779), ('space', 0.0013842155), ('paper', 0.0013780467), ('police', 0.0013602199), ('fernandes', 0.001341114)]"
1979,"[('labour', 0.0023194544), ('transport', 0.002212357), ('shipping', 0.001974897), ('asadha', 0.0019677961), ('narain', 0.0016072026), ('secretary', 0.0013769232)]"
1979,"[('tourism', 0.002529335), ('countries', 0.0024224182), ('supplies', 0.002202877), ('commerce', 0.0021849417), ('aviation', 0.0019303838), ('export', 0.0018388066), ('prices', 0.0016149449)]"
1979,"[('resignation', 0.010096079), ('breach', 0.009826358), ('privilege', 0.008536991), ('council', 0.008351562), ('accepting', 0.008052922), ('resigned', 0.007836808), ('bypass', 0.0076974416)]"
1979,"[('ram', 0.0074275574), ('resignation', 0.0035269205), ('prasad', 0.0032059082), ('chandra', 0.0026226984), ('mohan', 0.0021816203), ('deo', 0.0021052402)]"
1980,"[('steel', 0.005027646), ('commerce', 0.0034594696), ('export', 0.0021504571), ('plant', 0.002130691), ('tourism', 0.0020175695)]"
1981,"[('parliament', 0.003227793), ('gandhi', 0.003058898), ('privileges', 0.002647787), ('privilege', 0.0026091363), ('rule', 0.002151047), ('resolution', 0.0018939952), ('rules', 0.0017686269), ('family', 0.001747684)]"
1980,"[('commodities', 0.0026450048), ('situation', 0.0021988426), ('prices', 0.0019554654), ('labour', 0.0015390742)]"
1980,"[('ram', 0.0019251985), ('assam', 0.001644776), ('blackmarketing', 0.0015714801), ('sikkim', 0.0015522123)]"
1980,"[('ram', 0.009809391), ('rao', 0.004515223), ('lal', 0.0029793556), ('chandra', 0.0028876287), ('yadav', 0.0025917164), ('prasad', 0.0024307214), ('patil', 0.0023783948), ('south', 0.0023443059), ('khan', 0.0022212607)]"
1980,"[('hope', 0.0056357267), ('chair', 0.004484916), ('parliament', 0.0040968764), ('opposition', 0.0036994072)]"
1980,"[('pakistan', 0.00414088), ('attention', 0.0027558857), ('arms', 0.0025550479), ('situation', 0.0021215803), ('afghanistan', 0.002069944), ('aid', 0.0020441043)]"
1980,"[('bonus', 0.004093639), ('scheduled', 0.00370055), ('constitution', 0.0028712004), ('sit', 0.002858953), ('ram', 0.0027508629), ('rule', 0.0023972795)]"
1980,"[('rule', 0.0018747402), ('commodities', 0.0015768228)]"
1980,"[('gsr', 0.0070641907), ('duty', 0.0020858068)]"
1980,"[('ghani', 0.0018743624), ('khan', 0.0017206405), ('energy', 0.0015655074), ('notice', 0.0014954568)]"
1980,"[('situation', 0.0023781515), ('indira', 0.0022483838), ('police', 0.0017335697), ('supplementary', 0.0016990425), ('gandhi', 0.0016697671)]"
1980,"[('energy', 0.00360404), ('supply', 0.003070478), ('irrigation', 0.0028907894), ('electricity', 0.001992678), ('diesel', 0.0019871956), ('stations', 0.0019605043), ('ghani', 0.0019426855), ('broadcasting', 0.0019085974), ('khan', 0.0018813529)]"
1980,"[('grant', 0.0026788858), ('failure', 0.0019186767), ('defence', 0.0015795731), ('cement', 0.0014151842)]"
1980,"[('labour', 0.0024206033), ('grant', 0.0018757673), ('workers', 0.0018164719), ('economy', 0.0013006675)]"
1980,"[('steel', 0.0038575265), ('commerce', 0.003274532), ('supplies', 0.0031011987), ('export', 0.0026918843), ('prices', 0.0026723486), ('pranab', 0.0018733104), ('mukherjee', 0.001773294), ('jute', 0.0017564445)]"
1980,"[('assam', 0.005763646), ('bihar', 0.004224391), ('gujarat', 0.0039883154)]"
1980,"[('orissa', 0.0027324553), ('maharashtra', 0.0025369818), ('bombay', 0.0020442512), ('prices', 0.0019200518), ('chemicals', 0.0017751857), ('gas', 0.001626882), ('sugar', 0.0015930001), ('housing', 0.0015214239)]"
1980,"[('irrigation', 0.003475659), ('energy', 0.0026503988), ('supply', 0.0026462285), ('ghani', 0.002323585), ('khan', 0.0019358593), ('punjab', 0.0018967474)]"
1980,"[('scheduled', 0.0023117943), ('castes', 0.0020185558), ('makwana', 0.0016581804), ('chanana', 0.0016250305), ('defence', 0.0014918093), ('yogendra', 0.0014655138)]"
1980,"[('scheduled', 0.0030798798), ('transport', 0.002307866), ('labour', 0.0018793669), ('jaffer', 0.0018656144), ('shipping', 0.0018159536)]"
1980,"[('scheduled', 0.0026292542), ('supplies', 0.0024806827), ('centre', 0.0021863978), ('steel', 0.0021355483), ('tourism', 0.00206123), ('export', 0.0020419972), ('commerce', 0.0019870203), ('castes', 0.0019555842), ('constitution', 0.0019010493)]"
1980,"[('irrigation', 0.0034995484), ('energy', 0.002630191), ('ghani', 0.0023501345), ('khan', 0.0021079879), ('rule', 0.0020968788), ('constitution', 0.0017686642), ('broadcasting', 0.0017399208)]"
1980,"[('charanjit', 0.0020225733), ('chanana', 0.0016474449), ('gandhi', 0.0015857928), ('group', 0.0015344045), ('gold', 0.0013944585)]"
1980,"[('labour', 0.0034790789), ('prices', 0.0030094904), ('port', 0.0025684466), ('shipping', 0.002396094), ('sugar', 0.002387123), ('transport', 0.0023570193), ('sharief', 0.0017421435)]"
1980,"[('steel', 0.0049672686), ('supplies', 0.0032906297), ('constitution', 0.002042509), ('tourism', 0.0017279226)]"
1980,"[('ballot', 0.0027441054), ('petroleum', 0.002373167), ('prices', 0.0019232865), ('industries', 0.0017889163), ('supply', 0.0016761272), ('consumers', 0.0016306064)]"
1980,"[('steel', 0.002956782), ('commerce', 0.0021086542), ('tourism', 0.0020033102), ('scrap', 0.001834907), ('pranab', 0.0017581275), ('mukherjee', 0.0016828252)]"
1980,"[('assam', 0.0017986533), ('workers', 0.0014669888), ('jute', 0.0012445607), ('aea', 0.0012123757)]"
1980,"[('sugar', 0.0019559767), ('shankaranand', 0.0016934922), ('telephone', 0.001657848), ('assam', 0.0014758013)]"
1980,"[('export', 0.0073354775), ('assam', 0.005014746), ('parliament', 0.0035014693), ('trade', 0.0034394725), ('import', 0.0025498534), ('exports', 0.0024451667), ('countries', 0.002314779)]"
1980,"[('irrigation', 0.0027681298), ('energy', 0.0025573901), ('tea', 0.0023224633), ('chemicals', 0.002265323), ('petroleum', 0.001921914), ('electricity', 0.0017492122)]"
1980,"[('jute', 0.004601119), ('prices', 0.0024180037), ('charanjit', 0.0018547177), ('scheduled', 0.001759962), ('arh', 0.0017467275), ('tribal', 0.0016093054), ('purchase', 0.0015339226)]"
1980,"[('post', 0.0021692035), ('housing', 0.0018501455), ('jyotirmoy', 0.0016474634), ('export', 0.0015730457), ('commerce', 0.0013811067)]"
1980,"[('transport', 0.0023896305), ('jyotirmoy', 0.0019986387), ('shipping', 0.0019404715), ('drugs', 0.0018308476)]"
1980,"[('energy', 0.0031704505), ('countries', 0.0029827664), ('chemicals', 0.0027749669), ('china', 0.0022804206), ('irrigation', 0.0021880418), ('world', 0.0021739786), ('proposal', 0.0021257098), ('petroleum', 0.0021204911)]"
1980,"[('commerce', 0.0040158476), ('steel', 0.003724069), ('mukher', 0.0025319678)]"
1980,"[('assam', 0.003221197), ('sugar', 0.0023244251), ('works', 0.0018331102), ('jyaistha', 0.0012925883), ('social', 0.0012834484), ('problem', 0.0011753824), ('situation', 0.0011629526)]"
1980,"[('energy', 0.0024833065), ('solar', 0.0021542376), ('planning', 0.002027807), ('countries', 0.0019710881), ('asadha', 0.0016677891), ('world', 0.0016558757)]"
1980,"[('petroleum', 0.0037565853), ('unit', 0.0036497402), ('energy', 0.0032805586), ('assam', 0.0023989703), ('supply', 0.0023346106), ('irrigation', 0.0022071148)]"
1980,"[('transport', 0.0027770142), ('college', 0.0020064893), ('labour', 0.0020002718), ('medical', 0.0019613826), ('shipping', 0.0016927866), ('asadha', 0.0015840397), ('station', 0.0015403369)]"
1980,"[('assam', 0.0081358105), ('cement', 0.0028755076), ('problem', 0.002175468), ('situation', 0.0019816759), ('police', 0.0017360704), ('yogendra', 0.001446598), ('region', 0.001441081), ('planning', 0.0013205535), ('economic', 0.0012661356)]"
1980,"[('banks', 0.0027688057), ('steel', 0.002352804), ('commerce', 0.0016993512)]"
1980,"[('housing', 0.0028734908), ('sugar', 0.002450216), ('college', 0.002343807), ('plant', 0.0018335655), ('steel', 0.001792135), ('works', 0.0017662853), ('paper', 0.0016638809)]"
1980,"[('external', 0.002763838), ('labour', 0.0023738735), ('rao', 0.0022141247), ('workers', 0.001770044), ('scheduled', 0.0017545335), ('shipping', 0.001593683)]"
1980,"[('petroleum', 0.0043959357), ('chemicals', 0.0032335895), ('prices', 0.0023571835), ('fertilizers', 0.0021912605)]"
1980,"[('banks', 0.003611727), ('steel', 0.003508037), ('language', 0.0030885043), ('import', 0.0026388755), ('nepali', 0.0018526936), ('schedule', 0.0017474865)]"
1980,"[('dinen', 0.0067343395), ('class', 0.0066225715), ('family', 0.005935484), ('loss', 0.0055126445), ('cause', 0.005383391), ('trade', 0.0052214055)]"
1980,"[('reconstruction', 0.0028013443), ('asadha', 0.0019086057), ('irrigation', 0.001607769), ('petroleum', 0.0016056809)]"
1980,"[('banks', 0.0052538724), ('banking', 0.0018286952), ('social', 0.0017764404), ('housing', 0.001669924), ('company', 0.0015638198), ('nationalised', 0.0015522384), ('birendra', 0.0014603065)]"
1980,"[('farmers', 0.0018450317), ('cement', 0.0017774032), ('services', 0.0015083954)]"
1980,"[('niot', 0.0069389795), ('giovernment', 0.0061915307), ('friom', 0.0045791967), ('nio', 0.003978151), ('sio', 0.0038242037), ('wiould', 0.0036196057)]"
1980,"[('defence', 0.0044458727), ('medical', 0.001819582), ('asadha', 0.0016458674), ('labour', 0.0013379527), ('employees', 0.0013170897)]"
1980,"[('cement', 0.0020815458), ('duty', 0.0019928324), ('examination', 0.0014377348), ('doctors', 0.0014012929)]"
1980,"[('xyz', 0.0014229054), ('ims', 0.0011641167), ('situation', 0.0011596383), ('assam', 0.0011263383), ('northeast', 0.0010953896), ('ggw', 0.0010883256), ('pqr', 0.0010707167), ('def', 0.0010615562)]"
1980,"[('trains', 0.0027675238), ('transport', 0.0024760815), ('train', 0.0017932921), ('kerala', 0.001707908)]"
1980,"[('defence', 0.002254467), ('failure', 0.0022080296)]"
1980,"[('steel', 0.004091038), ('commerce', 0.0025269305), ('workers', 0.0023927817), ('export', 0.0022243545), ('pranab', 0.0020904124), ('plant', 0.0018401901), ('mukherjee', 0.0018104094)]"
1980,"[('police', 0.0024859516), ('asadha', 0.0018906175), ('university', 0.0015460507), ('problem', 0.0014249304), ('scheduled', 0.001387805)]"
1980,"[('industries', 0.0033957488), ('energy', 0.0028401169), ('petroleum', 0.002818333), ('chemicals', 0.0022789463)]"
1980,"[('gandhi', 0.0059711724), ('mother', 0.0045589), ('sanjay', 0.004402921), ('family', 0.0035140282), ('youth', 0.0034564442)]"
1980,"[('giri', 0.008431359), ('labour', 0.007490915), ('trade', 0.006212275), ('family', 0.0057247817)]"
1980,"[('man', 0.007002102)]"
1980,"[('steel', 0.0024422626), ('commerce', 0.001976624), ('export', 0.0018578607), ('language', 0.0016459977), ('mukherjee', 0.0014192215), ('banks', 0.0014092503)]"
1980,"[('justice', 0.0025911245), ('housing', 0.0022890584), ('works', 0.001966268), ('telephone', 0.0018488485), ('university', 0.0017000999), ('attention', 0.0016346867)]"
1980,"[('chemicals', 0.0031290208), ('petroleum', 0.0027133143), ('prices', 0.0024731543), ('irrigation', 0.0023333975), ('company', 0.0019359193), ('agricultural', 0.0019042592)]"
1980,"[('sugar', 0.0040207147), ('prices', 0.002316527), ('housing', 0.001831489), ('works', 0.0017904782), ('rao', 0.0016110973)]"
1980,"[('tax', 0.0021227994), ('charanjit', 0.001862282), ('paper', 0.0016826886), ('police', 0.0012990398)]"
1980,"[('tax', 0.0022609194), ('income', 0.001890985)]"
1981,"[('housing', 0.002636591), ('social', 0.002439692), ('works', 0.0022887823), ('sugar', 0.0020048178), ('employees', 0.0016557111), ('telephone', 0.0015514155)]"
1980,"[('housing', 0.0022109873), ('export', 0.002009404), ('mrtp', 0.0019506833), ('trade', 0.001911118), ('social', 0.0019091178), ('agricultural', 0.0015256733), ('agrahayana', 0.0015142462), ('sugar', 0.0015039415)]"
1980,"[('energy', 0.0037148688), ('petroleum', 0.0030584421), ('society', 0.002637712), ('supply', 0.0022602126), ('chemicals', 0.0020654798), ('fertilizers', 0.0018909771)]"
1980,"[('riots', 0.0029798567), ('police', 0.002485115), ('communal', 0.0022625453), ('muslims', 0.0017464333), ('recent', 0.0016344998), ('labour', 0.0016317065), ('moradabad', 0.0015970978)]"
1980,"[('family', 0.001522729), ('transport', 0.0009936843)]"
1980,"[('jute', 0.003932552), ('university', 0.0025832222), ('housing', 0.0016805998), ('reconstruction', 0.0015898091), ('social', 0.0015154522), ('mills', 0.0014790912), ('works', 0.0014210485), ('agricultural', 0.0013574072)]"
1980,"[('petroleum', 0.0023851616), ('fertilizers', 0.0020385324), ('company', 0.0019846808), ('chemicals', 0.0018441777), ('energy', 0.001732646), ('executive', 0.0014218941), ('powers', 0.0013324337), ('magistrates', 0.0013211512)]"
1980,"[('cement', 0.0016571912), ('defence', 0.0016120875), ('labour', 0.0015251663), ('charanjit', 0.0014927919), ('solar', 0.0013876978), ('technology', 0.0013854281), ('planning', 0.0013611221), ('scheduled', 0.0013234045), ('chanana', 0.0013085288)]"
1980,"[('prices', 0.0019900098), ('farmers', 0.0019545548), ('agricultural', 0.0015832826), ('transport', 0.0015623532)]"
1980,"[('steel', 0.0021631347), ('banks', 0.0016332582), ('commerce', 0.0015658344), ('scheduled', 0.0013788142)]"
1980,"[('sugar', 0.002383731), ('security', 0.0014364284), ('social', 0.0013797287), ('housing', 0.0013684768), ('works', 0.0013214258), ('reconstruction', 0.0012881142)]"
1980,"[('sugar', 0.004600568), ('prices', 0.002097445), ('institute', 0.00197211), ('social', 0.0019326808), ('works', 0.0018572401), ('housing', 0.001474443)]"
1980,"[('company', 0.0019144414), ('police', 0.0013830214), ('acquisition', 0.0013598657), ('labour', 0.0013245251), ('defence', 0.0012602205)]"
1980,"[('company', 0.0027531127), ('family', 0.0015891925), ('transport', 0.0015843037), ('medical', 0.0013016324)]"
1980,"[('bonus', 0.0033243133), ('forest', 0.0025005606), ('commerce', 0.0024143758), ('steel', 0.0023147864), ('export', 0.0022674035), ('forests', 0.0019785268), ('employees', 0.0017686484), ('dowry', 0.0015679852)]"
1980,"[('judges', 0.004287622), ('company', 0.003508936), ('shipping', 0.0024131564), ('drugs', 0.0022164693), ('external', 0.0021112487)]"
1980,"[('assam', 0.0055498085), ('problem', 0.00231927), ('works', 0.002310675), ('irrigation', 0.0021499833), ('prices', 0.0019151912), ('housing', 0.0018548531), ('farmers', 0.0017850203)]"
1980,"[('prices', 0.0032261699), ('energy', 0.0027661347), ('rise', 0.002389283), ('sugar', 0.0023154875), ('petroleum', 0.002263306), ('fertilizers', 0.0022621283), ('supply', 0.0021954197)]"
1980,"[('labour', 0.0023063978), ('judges', 0.002286721), ('service', 0.0017445976), ('irrigation', 0.0016126799), ('judiciary', 0.0015919636), ('employees', 0.0014932908)]"
1980,"[('tax', 0.0024702817), ('transport', 0.0018883308), ('family', 0.0018276046), ('hotels', 0.001510478), ('shipping', 0.0012348574), ('port', 0.0010986166)]"
1980,"[('steel', 0.0031978), ('business', 0.0017111463), ('commerce', 0.0017063533), ('tourism', 0.0015937759), ('export', 0.0015755488), ('pranab', 0.0014847503), ('banks', 0.0014096072)]"
1981,"[('scheduled', 0.0016776534), ('defence', 0.0015628212), ('shiv', 0.0015385044), ('electronics', 0.0014623946)]"
1981,"[('social', 0.0026568342), ('black', 0.0024308735), ('jyotirmoy', 0.0023029763), ('university', 0.0022652782), ('works', 0.002223977), ('reconstruction', 0.001979957), ('post', 0.001846532)]"
1981,"[('iru', 0.005834172), ('wkdw', 0.005759697), ('duh', 0.005156231), ('qrw', 0.004482534), ('kdyh', 0.0043399283), ('iurp', 0.004252516), ('wklv', 0.0042359824), ('kdv', 0.0034975098)]"
1981,"[('energy', 0.0037039628), ('petroleum', 0.0027875572), ('chemicals', 0.0026652855), ('fertilizers', 0.0022389547), ('company', 0.0018238499), ('stations', 0.0017332997), ('electricity', 0.0016393933)]"
1981,"[('banks', 0.003566064), ('steel', 0.003118718), ('farmers', 0.0028239284), ('tourism', 0.0024624455), ('export', 0.002191807)]"
1981,"[('employees', 0.0020573959), ('class', 0.0019208926), ('shipping', 0.0018981019), ('trains', 0.0016758036), ('mallikarjun', 0.0016419417), ('scheduled', 0.0016199779), ('family', 0.0015362663)]"
1981,"[('fertilizers', 0.0033179321), ('petroleum', 0.0030048606), ('energy', 0.0029843363), ('chemicals', 0.0028955524), ('company', 0.0028955287), ('companies', 0.0026595145), ('courts', 0.0026393752), ('import', 0.00217514)]"
1981,"[('banks', 0.0022183862), ('steel', 0.0021879636), ('commerce', 0.0021851806), ('tourism', 0.0021397644), ('export', 0.0020576003), ('employees', 0.0013363878)]"
1981,"[('labour', 0.0037107216), ('workers', 0.0021663732), ('failure', 0.0021374968), ('communications', 0.0019570957), ('irrigation', 0.0019248704)]"
1981,"[('labour', 0.0030708394), ('officers', 0.0021751043), ('police', 0.002077839), ('tribal', 0.002012219), ('employees', 0.0018585101), ('defence', 0.0018314418), ('service', 0.0016804427)]"
1981,"[('labour', 0.0038508237), ('companies', 0.0028393746), ('fertilizers', 0.0023315866), ('petroleum', 0.0022479095), ('company', 0.0022223142)]"
1981,"[('defence', 0.0046368972), ('tobacco', 0.0033311723), ('cement', 0.0018689679), ('industries', 0.0015986857), ('including', 0.0014003337), ('scheduled', 0.0013934816), ('armed', 0.0013508807)]"
1981,"[('commerce', 0.001660404), ('steel', 0.0014597336), ('gandhi', 0.0014148592), ('import', 0.0014012106)]"
1981,"[('employees', 0.002058563), ('works', 0.0016745134), ('social', 0.0016580095), ('orissa', 0.0015913806), ('housing', 0.0015550783), ('irrigation', 0.0012761654), ('research', 0.0012734011), ('workers', 0.0012523335)]"
1981,"[('defence', 0.002734532), ('university', 0.0022234528), ('rule', 0.0021394682), ('port', 0.0020028006), ('pakistan', 0.0018844834)]"
1981,"[('energy', 0.0033677523), ('chemicals', 0.0028013045), ('petroleum', 0.002445744), ('fertilizers', 0.001996514), ('company', 0.0018477149), ('companies', 0.0017175648), ('kerala', 0.0016213047)]"
1981,"[('overn', 0.007097249), ('nder', 0.00647592), ('redced', 0.0043478296)]"
1981,"[('chanana', 0.0019491593), ('industries', 0.0017926162), ('labour', 0.0016026428), ('tribal', 0.0015591754), ('employees', 0.0014249166), ('technology', 0.0014191769), ('charanjit', 0.0013158672)]"
1981,"[('family', 0.002125202), ('transport', 0.0019764588), ('shipping', 0.0014963541), ('trains', 0.0014784964)]"
1981,"[('commerce', 0.0026622922), ('steel', 0.0023028732), ('jyotirmoy', 0.0017908078), ('tax', 0.0016578817), ('export', 0.0016547949), ('prices', 0.0016546189), ('tourism', 0.0015868453)]"
1981,"[('petroleum', 0.0015764807), ('companies', 0.0015701063), ('chemicals', 0.0014578317), ('energy', 0.0014019087)]"
1981,"[('ram', 0.003661081), ('constitution', 0.0025021953), ('rao', 0.0022861515), ('fernandes', 0.0020411082), ('george', 0.0019594165)]"
1981,"[('rlys', 0.0065618814), ('failure', 0.005643481), ('deg', 0.0036957737), ('trains', 0.0023696693), ('services', 0.0023044003)]"
1981,"[('farmers', 0.002596559), ('judges', 0.0018616492), ('family', 0.0018011365), ('tribal', 0.0016896494), ('drugs', 0.0016163143)]"
1981,"[('petroleum', 0.004859285), ('fertilizers', 0.003348462), ('energy', 0.0032666519), ('film', 0.002923273), ('supply', 0.0027569006), ('prices', 0.0024287908), ('chemicals', 0.0020894257)]"
1981,"[('energy', 0.004144319), ('company', 0.0036635569), ('chemicals', 0.0025425758), ('petroleum', 0.0022126057), ('unit', 0.0020873349), ('fertilizers', 0.00204166), ('station', 0.0020278534)]"
1981,"[('holiday', 0.024138363), ('birthday', 0.022423057), ('guru', 0.02172259), ('observance', 0.021665914), ('dass', 0.021231025), ('ravi', 0.020927677), ('announcement', 0.02037014)]"
1981,"[('black', 0.0030045605), ('scheduled', 0.0025358587), ('bearer', 0.0020975166), ('bonds', 0.0020754342), ('labour', 0.0019733699), ('police', 0.001920535), ('industries', 0.0016132161)]"
1981,"[('police', 0.0028470715), ('workers', 0.0015274333)]"
1981,"[('transport', 0.0017226939), ('port', 0.0015909135), ('family', 0.001554894), ('doctors', 0.0013321745), ('trains', 0.001258083), ('shipping', 0.001231344), ('dda', 0.0012091716)]"
1981,"[('banks', 0.0032007075), ('steel', 0.0025201563), ('export', 0.002382735)]"
1981,"[('commerce', 0.0022772357), ('steel', 0.0022042014), ('export', 0.0021870793), ('blind', 0.0021221058), ('banks', 0.0017066564), ('duty', 0.0015225837), ('countries', 0.00146867)]"
1981,"[('works', 0.0020664558), ('orissa', 0.0020380404), ('housing', 0.001545088)]"
1981,"[('energy', 0.0026271238), ('chemicals', 0.002579151), ('fertilizers', 0.0024233488), ('petroleum', 0.0020954772), ('police', 0.0018678693), ('companies', 0.0016737682), ('drug', 0.001630399), ('drugs', 0.0016184637)]"
1981,"[('scheduled', 0.0033861848), ('paper', 0.002029593), ('cement', 0.0017695356), ('rajasthan', 0.0017153312), ('tribes', 0.0015949263), ('defence', 0.0014739946)]"
1981,"[('reconstruction', 0.0025344696), ('works', 0.0022505522), ('employees', 0.001973744), ('university', 0.0018911185), ('post', 0.0018326255), ('employment', 0.0017405091), ('prices', 0.0016983578)]"
1981,"[('commerce', 0.0043390417), ('failure', 0.003096976), ('social', 0.0030714448), ('export', 0.0030328406), ('works', 0.002339)]"
1981,"[('jyotirmoy', 0.0015837066)]"
1981,"[('energy', 0.003596314), ('petroleum', 0.002949558), ('chemicals', 0.002645874), ('fertilizers', 0.0023205662), ('thermal', 0.0019421832)]"
1981,"[('export', 0.0034902184), ('import', 0.0028401238), ('petroleum', 0.0028034812), ('jammu', 0.0019331706), ('kashmir', 0.0019241677), ('icals', 0.0018872257), ('energy', 0.0018347134), ('fertilizers', 0.0017722779)]"
1981,"[('steel', 0.0027870142), ('import', 0.0025355713), ('commerce', 0.0024623289), ('tourism', 0.0018630906), ('export', 0.0016665674), ('mukherjee', 0.0015082714)]"
1981,"[('labour', 0.0019965565), ('supply', 0.0017070337), ('defence', 0.0016803641), ('planning', 0.0016695074), ('bihar', 0.0015642055), ('capacity', 0.0014640455)]"
1981,"[('industries', 0.0020813376), ('cement', 0.0019372053), ('service', 0.0017668674), ('defence', 0.0017207946), ('police', 0.0016847113), ('officers', 0.0016692333), ('broadcasting', 0.0015529726)]"
1981,"[('pnx', 0.0011611568), ('qis', 0.00070486916), ('khx', 0.0007041574), ('kzl', 0.0006908277), ('abj', 0.0006471035), ('jov', 0.0005789467), ('bkw', 0.00057871523)]"
1981,"[('ist', 0.0029708338), ('news', 0.0021454282), ('radio', 0.0018904539), ('service', 0.0017093221), ('population', 0.001498073), ('services', 0.0014726646)]"
1981,"[('commerce', 0.0028970276), ('export', 0.002715065), ('steel', 0.0027106318), ('tourism', 0.0024128244), ('commodities', 0.0019581304)]"
1981,"[('commerce', 0.0033071053), ('banks', 0.0026963959), ('steel', 0.0025941022), ('countries', 0.0023818687), ('tourism', 0.0022651087)]"
1981,"[('works', 0.0020577454), ('social', 0.0018670689), ('telephone', 0.001431238), ('communications', 0.0013662878), ('reconstruction', 0.0013212552), ('irrigation', 0.001259561), ('agricultural', 0.0012469877)]"
1981,"[('duty', 0.00224593), ('air', 0.0015182693)]"
1981,"[('company', 0.002878087), ('chemicals', 0.0022484078), ('energy', 0.0022113724), ('tribals', 0.0020310106), ('fertilizers', 0.0020200454), ('companies', 0.0018085437), ('tribal', 0.001693413)]"
1981,"[('planning', 0.003169476), ('labour', 0.0027034667), ('service', 0.0018003987), ('cement', 0.0017277884), ('agreement', 0.0017134167)]"
1981,"[('housing', 0.0033541175), ('pakistan', 0.0033114871), ('countries', 0.002772683), ('social', 0.002300568), ('works', 0.0020107187), ('reconstruction', 0.0019239853), ('jyotirmoy', 0.0018484276), ('world', 0.0018106065)]"
1981,"[('ebq', 0.0033133973), ('opi', 0.0032721541), ('abcd', 0.0031539223), ('saa', 0.0028825046), ('cde', 0.0028285915), ('hijklmn', 0.0027131154), ('vkw', 0.002583675), ('qsr', 0.002562628), ('amk', 0.002524753)]"
1981,"[('chemicals', 0.004910521), ('fertilizers', 0.0034753955), ('petroleum', 0.0031789143), ('unit', 0.00295629), ('companies', 0.0019861413), ('company', 0.0017939172), ('energy', 0.0017853146), ('gas', 0.0015413826), ('countries', 0.0015404285)]"
1981,"[('chemicals', 0.002689918), ('petroleum', 0.0025667518), ('shipping', 0.0022686515), ('flood', 0.0018250223), ('prices', 0.0017476755), ('telephone', 0.001732349), ('communications', 0.0015078284)]"
1981,"[('maharashtra', 0.002948523), ('cement', 0.002403087), ('bhadra', 0.0021423574), ('trusts', 0.0020831993), ('labour', 0.0020405643), ('attention', 0.0014201218), ('trust', 0.0013477721)]"
1981,"[('prices', 0.0028987217), ('situation', 0.00213518), ('social', 0.0021121851), ('family', 0.0018926077), ('bhadra', 0.0018735197), ('shipping', 0.0017602928), ('mallikarjun', 0.0016011761), ('supply', 0.0014624863)]"
1981,"[('commerce', 0.003382739), ('steel', 0.0031683166), ('bhadra', 0.0025501503), ('tourism', 0.0024979555), ('employment', 0.001815538), ('pranab', 0.0017661023), ('banks', 0.001613874), ('export', 0.0015455345)]"
1981,"[('housing', 0.0033438758), ('works', 0.0027255823), ('bhadra', 0.002148279), ('kumari', 0.0018081396), ('fishing', 0.0017280809), ('reconstruction', 0.0017070443), ('company', 0.0016726918)]"
1981,"[('ritten', 0.0036175905), ('overnm', 0.0025283864), ('com', 0.002423817), ('supply', 0.002036508), ('bhadra', 0.0019802407)]"
1981,"[('labour', 0.002916063), ('industries', 0.0014925709), ('scheduled', 0.0014239686), ('bhadra', 0.0013331316), ('police', 0.0012488005)]"
