year,topic_0_words,file_name
1976.0,"[('rao', 0.0020624134), ('chandra', 0.0020431299)]",lsd_05_18_29-10-1976
1976.0,"[('court', 0.008910812), ('parliament', 0.0051538576), ('provision', 0.0039890157), ('disqualification', 0.0032221996)]",lsd_05_18_30-10-1976
1977.0,"[('resolution', 0.0033152075), ('jute', 0.003133276)]",lsd_06_01_01_04_1977
1977.0,"[('emergency', 0.0026354454), ('sft', 0.002338446), ('qft', 0.0018651136)]",lsd_06_01_04_04_1977
1977.0,"[('tamil', 0.006308899), ('elections', 0.004025514), ('emergency', 0.0034629742), ('court', 0.0029761165), ('justice', 0.0023850407)]",lsd_06_01_05_04_1977
1977.0,"[('press', 0.0045653568), ('freedom', 0.003527456), ('emergency', 0.0035264322), ('gsr', 0.00305961), ('newspapers', 0.0022738765), ('repeal', 0.0022566232)]",lsd_06_01_06_04_1977
1977.0,"[('tamil', 0.0036715388), ('duty', 0.0024723578), ('press', 0.0024249444)]",lsd_06_01_07-04-1977
1977.0,"[('lal', 0.004901729), ('prasad', 0.004403077), ('rao', 0.0034103615), ('patel', 0.0031664849), ('sworn', 0.0031228028), ('reddy', 0.0029231268), ('raj', 0.002679543), ('chandra', 0.0025418554), ('south', 0.00242701), ('mohan', 0.0022629513)]",lsd_06_01_25_03_1977
1977.0,"[('ahmed', 0.0026337772), ('fakhruddin', 0.0023275998), ('ali', 0.0021936018), ('opposition', 0.0020765278)]",lsd_06_01_26-03-1977
1977.0,"[('railway', 0.0035752482), ('finance', 0.0030514526), ('expenditure', 0.00284202), ('traffic', 0.0026107864), ('estimates', 0.0025870835), ('railway', 0.002359101)]",lsd_06_01_28_03_1977
1977.0,"[('railway', 0.0066463575), ('kashmir', 0.00372478), ('grant', 0.002896111), ('jammu', 0.00266332)]",lsd_06_01_29_03_1977
1977.0,"[('tamil', 0.00600397), ('nagaland', 0.0046805386), ('finance', 0.0044656955), ('pondicherry', 0.0025541284), ('patel', 0.0025346659)]",lsd_06_01_30_03_1977
1977.0,"[('emergency', 0.003812711)]",lsd_06_01_31_03_1977
1977.0,"[('health', 0.0022393707), ('steel', 0.001869099), ('drugs', 0.0017015737), ('post', 0.0016120961)]",lsd_06_02_07-07-1977
1977.0,"[('bank', 0.0064274063), ('finance', 0.004992154), ('banking', 0.003906935), ('revenue', 0.0033414324), ('development', 0.0026038403), ('cooperation', 0.0025463765)]",lsd_06_02_08-07-1977
1977.0,"[('development', 0.0029096764)]",lsd_06_02_09-07-1977
1977.0,"[('railway', 0.008079075), ('gsr', 0.005489158)]",lsd_06_02_11-06-1977
1977.0,"[('labour', 0.0041200346), ('irrigation', 0.0039647277), ('workers', 0.0035572841), ('agriculture', 0.0029130152)]",lsd_06_02_11-07-1977
1977.0,"[('railway', 0.0046239076), ('irrigation', 0.0042394293), ('education', 0.0033701954), ('agriculture', 0.003161807), ('housing', 0.0029579476), ('railway', 0.0026939155), ('land', 0.0025279236)]",lsd_06_02_13-06-1977
1977.0,"[('railway', 0.009856558), ('railway', 0.0075707), ('madhu', 0.0029814714), ('fertilizers', 0.0026761412), ('chemical', 0.0025270472)]",lsd_06_02_14-06-1977
1977.0,"[('railway', 0.0074154586), ('jyaistha', 0.0022937604), ('charan', 0.0020980188), ('railway', 0.002006557)]",lsd_06_02_15-06-1977
1977.0,"[('railway', 0.007404831), ('health', 0.0050468086), ('labour', 0.0041027823), ('family', 0.004014461), ('steel', 0.0033333893)]",lsd_06_02_16-06-1977
1977.0,"[('finance', 0.0036793314), ('revenue', 0.003521573), ('banking', 0.0033863718), ('bank', 0.0029843275), ('duty', 0.0022556426)]",lsd_06_02_17-06-1977
1979.0,"[('university', 0.0030651637), ('muslim', 0.0023068748), ('development', 0.0021948179), ('cement', 0.0019403273), ('scale', 0.0017728554)]",lsd_06_07_02-05-1979
1979.0,"[('university', 0.0025946319), ('railway', 0.0025777062), ('health', 0.0024779288), ('railway', 0.0023178237), ('hospital', 0.001789144), ('labour', 0.0017237529), ('muslim', 0.0016832096), ('court', 0.0016693968)]",lsd_06_07_03-05-1979
1979.0,"[('finance', 0.0033801468), ('commerce', 0.0018487677), ('export', 0.0018456626), ('tourism', 0.0018054737), ('foreign', 0.001802378), ('cooperation', 0.0017073401), ('bank', 0.0016851164)]",lsd_06_07_04-05-1979
1979.0,"[('old', 0.0032411022), ('nder', 0.0029087933)]",lsd_06_07_07-05-1979
1979.0,"[('steel', 0.0025120226), ('labour', 0.0024768282), ('petroleum', 0.0019097596), ('production', 0.0018279993), ('fertilizers', 0.0018047474), ('workmen', 0.0015949648)]",lsd_06_07_08-05-1979
1979.0,"[('cement', 0.0024419478), ('ustr', 0.0019841325), ('scheduled', 0.0019021597), ('finance', 0.0018570971), ('excise', 0.0016095092), ('production', 0.0014802455)]",lsd_06_07_09-05-1979
1979.0,"[('railway', 0.0022775144), ('students', 0.002148171), ('railway', 0.0018771947), ('shipping', 0.0017023995), ('aligarh', 0.0016605784), ('transport', 0.0015542908)]",lsd_06_07_10-05-1979
1979.0,"[('production', 0.0026713398), ('development', 0.002184705)]",lsd_06_07_11-04-1979
1979.0,"[('railway', 0.0035207607), ('railway', 0.00309029), ('shipping', 0.0018759349), ('bengal', 0.0016917753), ('court', 0.0015879142), ('slaughter', 0.0015782503), ('transport', 0.0015665215)]",lsd_06_07_12-04-1979
1979.0,"[('scheduled', 0.0030532884), ('education', 0.0029948088), ('goa', 0.0023968488), ('irrigation', 0.0022820758), ('agriculture', 0.0022137533), ('development', 0.0021154957)]",lsd_06_07_14-05-1979
1979.0,"[('overn', 0.005372072), ('ans', 0.0049949554), ('ers', 0.0044463794), ('scheduled', 0.0036303643)]",lsd_06_07_15-05-1979
1979.0,"[('agriculture', 0.00404059), ('irrigation', 0.0029223247), ('agriculture', 0.0029183007), ('coal', 0.0027265486), ('education', 0.002630589), ('development', 0.0021774177)]",lsd_06_07_16-04-1979
1979.0,"[('scheduled', 0.00414223), ('bengal', 0.0020909202), ('police', 0.002088146), ('castes', 0.0019664401), ('development', 0.0016167103), ('tribes', 0.001610375)]",lsd_06_07_16-05-1979
1979.0,"[('coal', 0.0030765329), ('steel', 0.0026821163), ('petroleum', 0.0023065207), ('production', 0.0018751569), ('fertilizers', 0.001827839)]",lsd_06_07_17-04-1979
1979.0,"[('transport', 0.0025926735), ('scheduled', 0.002308054), ('railway', 0.002135845), ('labour', 0.0021316332), ('justice', 0.002060289), ('shipping', 0.0019715026), ('railway', 0.0019628685)]",lsd_06_07_17-05-1979
1979.0,"[('development', 0.0016823611)]",lsd_06_07_18-04-1979
1979.0,"[('finance', 0.0033121007), ('commerce', 0.002485655), ('bank', 0.002335158), ('cooperation', 0.0020521714), ('export', 0.0018651233), ('supplies', 0.0018541465), ('bank', 0.001843308)]",lsd_06_07_18-05-1979
1979.0,"[('railway', 0.0034311076), ('railway', 0.0018428338), ('shipping', 0.0016502265), ('export', 0.0015046623), ('transport', 0.0014039243)]",lsd_06_07_19-04-1979
1979.0,"[('finance', 0.003435192), ('university', 0.0025330079), ('foreign', 0.0021322912), ('tax', 0.001868371), ('supplies', 0.0018568082), ('commerce', 0.001841597), ('muslim', 0.0017435508), ('trade', 0.00162878)]",lsd_06_07_20-04-1979
1979.0,"[('irrigation', 0.0031124442), ('agriculture', 0.0028921722), ('education', 0.0022784062), ('gas', 0.002074927), ('social', 0.001582103), ('development', 0.0015486388)]",lsd_06_07_23-04-1979
1979.0,"[('finance', 0.0032029324), ('petroleum', 0.0028974486), ('steel', 0.0025077306), ('company', 0.0024625517), ('chemical', 0.0023990755), ('fertilizers', 0.002017268), ('production', 0.0019226489), ('defence', 0.0016822323)]",lsd_06_07_24-04-1979
1979.0,"[('finance', 0.0047001992), ('cement', 0.0029390976), ('development', 0.0029031946), ('production', 0.0021715446), ('rural', 0.0020473145)]",lsd_06_07_25-04-1979
1979.0,"[('railway', 0.0028009142), ('finance', 0.0026839809), ('railway', 0.0024216266), ('family', 0.0021874474), ('shipping', 0.0021631147), ('labour', 0.0021418731), ('satish', 0.0021164778)]",lsd_06_07_26-04-1979
1979.0,"[('finance', 0.0040431893), ('commerce', 0.0020835602), ('judge', 0.0020126589), ('justice', 0.0020032758), ('cooperation', 0.0018904663), ('bank', 0.0017683808)]",lsd_06_07_27-04-1979
1979.0,"[('university', 0.0038460675), ('irrigation', 0.0026859164), ('agriculture', 0.002042782), ('development', 0.001907491), ('education', 0.0018403088), ('housing', 0.0016497013), ('rehabilitation', 0.0015613483)]",lsd_06_07_30-04-1979
1979.0,"[('police', 0.0037434832), ('irrigation', 0.003077234), ('housing', 0.0030684145), ('agriculture', 0.002692735), ('works', 0.0023182426), ('crp', 0.0021417427), ('asadha', 0.0018954936)]",lsd_06_08_09-07-1979
1979.0,"[('coal', 0.0030324778), ('steel', 0.0030035435), ('lokpal', 0.0022063444), ('petroleum', 0.0020881349), ('authority', 0.0020802747)]",lsd_06_08_10-07-1979
1979.0,"[('production', 0.0024485476), ('paper', 0.0019767797), ('fernandes', 0.0019481084), ('george', 0.0017613329), ('police', 0.0015706355)]",lsd_06_08_11-07-1979
1979.0,"[('transport', 0.003149498), ('railway', 0.0024634232), ('railway', 0.0024141383), ('labour', 0.002283111), ('shipping', 0.0017589797), ('health', 0.0015090631), ('narain', 0.0014977201), ('asadha', 0.0014365398)]",lsd_06_08_12-07-1979
1979.0,"[('finance', 0.004738365), ('export', 0.0028212173), ('supplies', 0.0026784767), ('tourism', 0.002157418), ('cooperation', 0.002041493), ('aviation', 0.0019224148), ('commerce', 0.0019155309), ('air', 0.0018886166), ('trade', 0.0018832127)]",lsd_06_08_13-07-1979
1979.0,"[('resignation', 0.024965513), ('council', 0.015877752), ('breach', 0.014496881), ('resigned', 0.012825124), ('privilege', 0.0106205605)]",lsd_06_08_16-07-1979
1979.0,"[('prasad', 0.0037463917), ('resignation', 0.0028862439), ('mohan', 0.0025019408), ('tur', 0.002068191)]",lsd_06_09_20-08-1979
1980.0,"[('steel', 0.004819084), ('finance', 0.0033669616), ('export', 0.002342532), ('commerce', 0.0022083612)]",lsd_07-04_21-11-1980
1981.0,"[('railway', 0.0035567223), ('railway', 0.0035356237), ('gandhi', 0.002590266), ('parliament', 0.00234315), ('privilege', 0.0019826107), ('rule', 0.0019772016), ('health', 0.0016565733), ('privileges', 0.0015874634)]",lsd_07-05_07-05-1981
1980.0,"[('railway', 0.0022436695), ('commodities', 0.00212721), ('price', 0.0017554315)]",lsd_07_01_01-02-1980
1980.0,"[('rule', 0.0019209258), ('assam', 0.0017875608)]",lsd_07_01_02-02-1980
1980.0,"[('rao', 0.004188338), ('lal', 0.0034704022), ('sworn', 0.0034469499), ('chandra', 0.0032426058), ('reddy', 0.0031492119), ('yadav', 0.0030707722), ('prasad', 0.0029100934), ('south', 0.0027919295), ('krishna', 0.002698234), ('north', 0.0023716418)]",lsd_07_01_21-01-1980
1980.0,"[('opposition', 0.004470448), ('hope', 0.0040430846), ('chair', 0.004036017), ('parliament', 0.0040246793)]",lsd_07_01_22-01-1980
1980.0,"[('pakistan', 0.0039062197), ('attention', 0.0028688516), ('arh', 0.0024999925), ('arms', 0.0023619323), ('aid', 0.0022478125)]",lsd_07_01_23-01-1980
1980.0,"[('bonus', 0.0033912428), ('scheduled', 0.003274787), ('rule', 0.0028003876), ('assam', 0.0021972938)]",lsd_07_01_24-01-1980
1980.0,"[('price', 0.0016871718)]",lsd_07_01_25-01-1980
1980.0,"[('gsr', 0.0071839173), ('duty', 0.002618227)]",lsd_07_01_28-01-1980
1980.0,"[('coal', 0.004122029), ('khan', 0.0018274925), ('ghani', 0.0018032418)]",lsd_07_01_29-01-1980
1980.0,"[('indira', 0.002439078), ('supplementary', 0.00225223)]",lsd_07_01_30-01-1980
1980.0,"[('coal', 0.0093796095), ('irrigation', 0.003609975), ('production', 0.0033416094), ('ghani', 0.0026222516), ('khan', 0.0023995338), ('thermal', 0.0019654797)]",lsd_07_02_11-03-1980
1980.0,"[('railway', 0.0037494698), ('grant', 0.002941013), ('failure', 0.0021766538), ('railway', 0.0020317805)]",lsd_07_02_12-03-1980
1980.0,"[('railway', 0.0027248967), ('labour', 0.0019880014), ('workers', 0.0019710322), ('health', 0.0018697857), ('grant', 0.0017016197)]",lsd_07_02_13-03-1980
1980.0,"[('finance', 0.005898071), ('bank', 0.0039477865), ('commerce', 0.003854751), ('steel', 0.003810757), ('supplies', 0.003396837), ('export', 0.0029946738), ('production', 0.0024160587), ('pranab', 0.0023152337)]",lsd_07_02_14-03-1980
1980.0,"[('assam', 0.00589728), ('gujarat', 0.004568739), ('bihar', 0.004503358), ('problem', 0.0027875984)]",lsd_07_02_15-03-1980
1980.0,"[('agriculture', 0.0020560157), ('petroleum', 0.0020230007), ('rural', 0.0018194781), ('orissa', 0.0017759157), ('housing', 0.0017182683), ('price', 0.0016982156)]",lsd_07_02_17-03-1980
1980.0,"[('coal', 0.0037497466), ('irrigation', 0.0033697342), ('tamil', 0.0021066254), ('khan', 0.0018353385)]",lsd_07_02_18-03-1980
1980.0,"[('scheduled', 0.0026766392), ('castes', 0.0019794714), ('chanana', 0.0016874346), ('charanjit', 0.0014585108), ('tribes', 0.0013097802), ('makwana', 0.0012785919), ('yogendra', 0.0012312857)]",lsd_07_02_19-03-1980
1980.0,"[('railway', 0.0036731372), ('railway', 0.0030564268), ('scheduled', 0.0020780936), ('transport', 0.0018177755), ('castes', 0.0017607231), ('health', 0.0016756881), ('business', 0.0015378303)]",lsd_07_02_20-03-1980
1980.0,"[('scheduled', 0.0033774711), ('finance', 0.0033489321), ('supplies', 0.0023494628), ('export', 0.0022471289), ('bengal', 0.001944944), ('tourism', 0.0019267669), ('steel', 0.0019242028), ('commerce', 0.0019072857)]",lsd_07_02_21-03-1980
1980.0,"[('coal', 0.007209484), ('irrigation', 0.0028813952), ('khan', 0.0025572814), ('rule', 0.0022074103), ('ghani', 0.0021183349), ('bihar', 0.0017078265), ('broadcasting', 0.0015791665), ('aba', 0.0015528762)]",lsd_07_02_25-03-1980
1980.0,"[('chanana', 0.0022322743), ('gold', 0.001707738), ('gandhi', 0.0016587506), ('group', 0.001545763), ('gujarat', 0.0015079442)]",lsd_07_02_26-03-1980
1980.0,"[('health', 0.003465071), ('railway', 0.003367638), ('railway', 0.0031317892), ('labour', 0.0029203922), ('price', 0.0023994194), ('transport', 0.002217612), ('workers', 0.0021383467), ('education', 0.0020061068)]",lsd_07_02_27-03-1980
1980.0,"[('steel', 0.0028196764), ('supplies', 0.0024605365), ('finance', 0.0023066713), ('bihar', 0.0015457332)]",lsd_07_02_28-03-1980
1980.0,"[('ballot', 0.0026711593), ('coal', 0.0022751503), ('petroleum', 0.0021969555), ('patil', 0.0018354025), ('production', 0.001630761)]",lsd_07_03_01-07-1980
1980.0,"[('steel', 0.0041248677), ('scrap', 0.0027144009), ('finance', 0.002633294), ('commerce', 0.0022785238), ('development', 0.0019224632), ('mukherjee', 0.0018689474), ('pranab', 0.0018519649)]",lsd_07_03_01-08-1980
1980.0,"[('assam', 0.0019594347), ('jute', 0.0017985334), ('transport', 0.0015808401), ('workers', 0.001459758), ('railway', 0.0012591832)]",lsd_07_03_03-07-1980
1980.0,"[('opq', 0.0012083282), ('ijk', 0.0010844317), ('nnn', 0.0010429375), ('ppp', 0.0009807294), ('ljl', 0.00097404455), ('nns', 0.00094984117)]",lsd_07_03_04-07-1980
1980.0,"[('sugar', 0.0022783095), ('agriculture', 0.0019372869), ('education', 0.0019228113), ('shankaranand', 0.0016700751)]",lsd_07_03_04-08-1980
1980.0,"[('export', 0.007092479), ('assam', 0.0038846869), ('parliament', 0.0031486945), ('trade', 0.0030569872), ('exports', 0.0028684451), ('import', 0.0024761767), ('commerce', 0.002448417)]",lsd_07_03_05-07-1980
1980.0,"[('coal', 0.0034651505), ('irrigation', 0.0023023814), ('tea', 0.002228038), ('petroleum', 0.0017706378)]",lsd_07_03_05-08-1980
1980.0,"[('jute', 0.002852264), ('price', 0.0026414301), ('scheduled', 0.0024833316), ('production', 0.0024065904), ('bengal', 0.0020551975), ('west', 0.0018454687), ('tribal', 0.0016786245)]",lsd_07_03_06-08-1980
1980.0,"[('agriculture', 0.003008826), ('works', 0.0018978597), ('asadha', 0.0015768092), ('offices', 0.0015738156), ('jyotirmoy', 0.0015300985)]",lsd_07_03_07-07-1980
1980.0,"[('railway', 0.004097327), ('coal', 0.0037656885), ('west', 0.0033658044), ('health', 0.003250554), ('railway', 0.002970476), ('transport', 0.0024496994), ('jyotirmoy', 0.002438919), ('bengal', 0.0022643916)]",lsd_07_03_07-08-1980
1980.0,"[('petroleum', 0.0028231677), ('foreign', 0.0025755554), ('chemical', 0.0025628698), ('world', 0.0025500015), ('coal', 0.0024197553), ('china', 0.0021855943), ('asadha', 0.002076971)]",lsd_07_03_08-07-1980
1980.0,"[('commerce', 0.0029039811), ('finance', 0.002592554), ('steel', 0.0022345965), ('tea', 0.0020674216)]",lsd_07_03_08-08-1980
1980.0,"[('assam', 0.0028973592), ('education', 0.0028885922), ('agriculture', 0.0026008617), ('sugar', 0.0021435407), ('development', 0.0020203078), ('bengal', 0.0019162466), ('works', 0.0018789691)]",lsd_07_03_09-06-1980
1980.0,"[('coal', 0.0039448715), ('development', 0.003117141), ('solar', 0.0026107149), ('production', 0.0022152758), ('planning', 0.002143374)]",lsd_07_03_09-07-1980
1980.0,"[('coal', 0.0052529243), ('unit', 0.0031712388), ('petroleum', 0.0031151), ('chemical', 0.0022923292), ('irrigation', 0.0021056023), ('assam', 0.0020164808)]",lsd_07_03_10-06-1980
1980.0,"[('coal', 0.0045454483), ('railway', 0.0041135317), ('railway', 0.0031387503), ('medical', 0.0030207809), ('transport', 0.00228999), ('college', 0.0022770623), ('health', 0.002184769), ('women', 0.0019102172), ('labour', 0.0018641728)]",lsd_07_03_10-07-1980
1980.0,"[('assam', 0.005643467), ('cement', 0.0020535758), ('problem', 0.001870897), ('police', 0.001482344), ('development', 0.0014496942), ('production', 0.001374433), ('region', 0.0013547661), ('planning', 0.0012985691)]",lsd_07_03_11-06-1980
1980.0,"[('bank', 0.0044980627), ('coal', 0.0029507254), ('bank', 0.0027643715), ('finance', 0.0023216545), ('steel', 0.0021964132)]",lsd_07_03_11-07-1980
1980.0,"[('housing', 0.0032312362), ('agriculture', 0.0031544256), ('college', 0.0026747813), ('rural', 0.0024186983), ('education', 0.0020198561), ('sugar', 0.0019643677), ('plant', 0.0019031765)]",lsd_07_03_11-08-1980
1980.0,"[('external', 0.0026872314), ('railway', 0.0022886938), ('labour', 0.0021907142), ('railway', 0.0020875765), ('scheduled', 0.0020317454), ('narasimha', 0.0017712619), ('rao', 0.0017620409), ('transport', 0.0017565466)]",lsd_07_03_12-06-1980
1980.0,"[('petroleum', 0.0046726028), ('coal', 0.0030671698), ('products', 0.00263503), ('chemical', 0.0023156058)]",lsd_07_03_12-08-1980
1980.0,"[('finance', 0.0052015577), ('language', 0.004032862), ('bank', 0.0032375215), ('bengal', 0.003094459), ('west', 0.003048456), ('bank', 0.0029509463), ('steel', 0.0028928972), ('import', 0.0024660113), ('nepali', 0.0021849028)]",lsd_07_03_13-06-1980
1980.0,"[('dinen', 0.007922897), ('cause', 0.0076973876), ('family', 0.007026449), ('trade', 0.006717259), ('loss', 0.005973636), ('man', 0.0049929204), ('class', 0.004615154), ('workers', 0.0043486375)]",lsd_07_03_14-07-1980
1980.0,"[('agriculture', 0.002645254), ('rural', 0.002334207), ('asadha', 0.0020431166), ('development', 0.0019102341)]",lsd_07_03_15-07-1980
1980.0,"[('bank', 0.0053296634), ('rural', 0.0032911228), ('bengal', 0.0023935062), ('education', 0.0022288556), ('west', 0.002143197), ('bank', 0.0020009738), ('housing', 0.0019570428), ('agriculture', 0.0018335163)]",lsd_07_03_16-06-1980
1980.0,"[('development', 0.0026962615), ('rural', 0.0026901069), ('production', 0.002519147), ('cement', 0.0022341618), ('farmer', 0.0018205999)]",lsd_07_03_16-07-1980
1980.0,"[('giovernment', 0.0045389677), ('niot', 0.0040258635), ('sio', 0.0038491546), ('friom', 0.0036963716), ('alsio', 0.0028483768), ('wiould', 0.00283019)]",lsd_07_03_17-06-1980
1980.0,"[('defence', 0.005209065), ('railway', 0.0034929763), ('railway', 0.0026872433), ('health', 0.0026634068), ('rural', 0.0021249934), ('employment', 0.0018062964), ('medical', 0.0018042009)]",lsd_07_03_17-07-1980
1980.0,"[('cement', 0.0020700095), ('duty', 0.0019120072), ('scheduled', 0.0018736023), ('production', 0.0018635648), ('development', 0.0018071425), ('paper', 0.0017311414)]",lsd_07_03_18-06-1980
1980.0,"[('xyz', 0.0015665442), ('northeast', 0.0012574396), ('def', 0.0012466304), ('ims', 0.0012405918), ('xyy', 0.0012304281), ('assam', 0.0012237859), ('iiw', 0.0010995297)]",lsd_07_03_18-07-1980
1980.0,"[('railway', 0.009051611), ('railway', 0.005048105), ('train', 0.0031539677), ('transport', 0.0023833707)]",lsd_07_03_19-06-1980
1980.0,"[('steel', 0.004504359), ('finance', 0.0033401882), ('commerce', 0.0032212604), ('workers', 0.0027488298), ('agriculture', 0.0024383403), ('plant', 0.0020984483), ('mukherjee', 0.002045796), ('bank', 0.0020210545), ('pranab', 0.0019343842)]",lsd_07_03_20-06-1980
1980.0,"[('agriculture', 0.0033121372), ('police', 0.0018608563), ('asadha', 0.0016434517), ('education', 0.0014801997), ('problem', 0.0014195746), ('university', 0.00139907)]",lsd_07_03_21-07-1980
1980.0,"[('coal', 0.0039607887), ('petroleum', 0.0025397083), ('chemical', 0.002401215)]",lsd_07_03_22-07-1980
1980.0,"[('sanjay', 0.007848746), ('gandhi', 0.007391546), ('family', 0.005956299), ('tragedy', 0.0056975964), ('youth', 0.003979605), ('arh', 0.003653997)]",lsd_07_03_23-06-1980
1980.0,"[('original', 0.0023084), ('included', 0.0021168329)]",lsd_07_03_23-07-1980
1980.0,"[('ghi', 0.0015140676), ('rgr', 0.0013580107), ('xyz', 0.0012871971), ('abc', 0.0012108681), ('ppt', 0.0012069815)]",lsd_07_03_24-07-1980
1980.0,"[('giri', 0.0053834445), ('labour', 0.004736588), ('trade', 0.0045904582), ('man', 0.004277202), ('freedom', 0.004083769)]",lsd_07_03_25-06-1980
1980.0,"[('shuri', 0.00964607), ('pll', 0.0070326957), ('finance', 0.0037706066), ('urs', 0.0025069427)]",lsd_07_03_25-07-1980
1980.0,"[('man', 0.0052385195), ('development', 0.002366738)]",lsd_07_03_26-06-1980
1980.0,"[('finance', 0.0045066103), ('steel', 0.002931761), ('commerce', 0.0026221785), ('production', 0.002506708), ('export', 0.0023262955), ('bank', 0.0020462146)]",lsd_07_03_27-07-1980
1980.0,"[('works', 0.0021620416), ('housing', 0.0021414903), ('education', 0.0019281772), ('agriculture', 0.0019153446), ('justice', 0.0017369112), ('university', 0.0016929844)]",lsd_07_03_28-07-1980
1980.0,"[('petroleum', 0.002977771), ('chemical', 0.0029424056), ('finance', 0.0023425224), ('irrigation', 0.0022716373), ('coal', 0.0020913312), ('production', 0.00208837)]",lsd_07_03_29-07-1980
1980.0,"[('sugar', 0.0036726617), ('rural', 0.0026521552), ('works', 0.0023280194), ('housing', 0.0018237768), ('price', 0.0018094513), ('agriculture', 0.0017516188)]",lsd_07_03_30-06-1980
1980.0,"[('finance', 0.0033931017), ('production', 0.0018691199), ('tax', 0.0018046964), ('chanana', 0.001537338)]",lsd_07_03_30-07-1980
1980.0,"[('railway', 0.0028768382), ('finance', 0.0026031989), ('railway', 0.00256102), ('labour', 0.0018129032)]",lsd_07_03_31-07-1980
1981.0,"[('housing', 0.003139584), ('rural', 0.0030235988), ('education', 0.0027179737), ('agriculture', 0.002461623), ('works', 0.0023314992), ('sugar', 0.0023231185), ('production', 0.0017414644), ('social', 0.0017270782)]",lsd_07_04-05-1981
1980.0,"[('rural', 0.004753845), ('housing', 0.0027288217), ('agriculture', 0.0026354734), ('development', 0.002404496), ('education', 0.002239325), ('sugar', 0.002092392), ('production', 0.0020294508)]",lsd_07_04_01-12-1980
1980.0,"[('coal', 0.0038960015), ('society', 0.003447097), ('fertilizers', 0.0027863868), ('chemical', 0.0025668566), ('thermal', 0.002537716)]",lsd_07_04_02-12-1980
1980.0,"[('riots', 0.0020871395), ('communal', 0.0020044853), ('labour', 0.0017099433), ('police', 0.0015889979), ('moradabad', 0.0014422366)]",lsd_07_04_03-12-1980
1980.0,"[('railway', 0.0033301397), ('railway', 0.0026645623), ('health', 0.0021592237), ('family', 0.00173946)]",lsd_07_04_04-12-1980
1980.0,"[('rural', 0.0034259881), ('jute', 0.0029126967), ('university', 0.00259817), ('agriculture', 0.0023292871), ('mills', 0.002277172), ('development', 0.0022060052), ('education', 0.0020562583), ('housing', 0.0014990065)]",lsd_07_04_08-12-1980
1980.0,"[('coal', 0.002750276), ('chemical', 0.0021748247), ('petroleum', 0.0020678332), ('executive', 0.0020480077), ('company', 0.0019081203), ('fertilizers', 0.0017481347), ('production', 0.001698698), ('company', 0.0014920974)]",lsd_07_04_09-12-1980
1980.0,"[('development', 0.0020123087), ('solar', 0.0015203072), ('cement', 0.0014172834), ('production', 0.0012695274), ('technology', 0.001264671), ('labour', 0.0012593303)]",lsd_07_04_10-12-1980
1980.0,"[('railway', 0.0028905154), ('railway', 0.0024086067), ('price', 0.002404142), ('farmer', 0.0022835215), ('agriculture', 0.0021926202), ('health', 0.0021557778), ('stations', 0.0017249185)]",lsd_07_04_11-12-1980
1980.0,"[('finance', 0.002666678), ('bank', 0.002495544), ('bank', 0.0023815082), ('steel', 0.0021072575), ('export', 0.0016231734), ('along', 0.0015843733), ('commerce', 0.0015041544)]",lsd_07_04_12-12-1980
1980.0,"[('agriculture', 0.0025050926), ('education', 0.002025773), ('rural', 0.0017606303), ('sugar', 0.0016484741), ('social', 0.0014518126), ('works', 0.0014379253), ('research', 0.0014369875)]",lsd_07_04_15-12-1980
1980.0,"[('sugar', 0.0049619526), ('agriculture', 0.003085339), ('institute', 0.0030368934), ('education', 0.0024983657), ('works', 0.0021709425), ('rural', 0.0020840624), ('housing', 0.0020323058), ('social', 0.001953449), ('price', 0.0019125022)]",lsd_07_04_17-11-1980
1980.0,"[('company', 0.002399555), ('court', 0.002256416), ('defence', 0.0016863404), ('service', 0.0016640691), ('agarwal', 0.0015689642)]",lsd_07_04_17-12-1980
1980.0,"[('railway', 0.0033410948), ('company', 0.0027928124), ('railway', 0.0021883217), ('health', 0.002172701), ('shipping', 0.0015130675), ('medical', 0.0012943298)]",lsd_07_04_18-12-1980
1980.0,"[('bonus', 0.0038646585), ('finance', 0.003723269), ('commerce', 0.0024196238), ('forest', 0.0023609488), ('steel', 0.0022529303), ('employment', 0.0018633964), ('export', 0.0017976672), ('company', 0.0015879461)]",lsd_07_04_19-12-1980
1980.0,"[('court', 0.00573777), ('railway', 0.0038013037), ('judges', 0.0037020997), ('railway', 0.0032680517), ('company', 0.002885685), ('shipping', 0.0019903951), ('health', 0.001922388), ('external', 0.0018869945)]",lsd_07_04_20-11-1980
,"[('icar', 0.0034891963), ('production', 0.0029160252), ('scientists', 0.0023129324), ('research', 0.0021741292), ('jyotirmoy', 0.0021410808)]",lsd_07_04_22-12-1980-
1980.0,"[('assam', 0.0056357733), ('agriculture', 0.0040712915), ('rural', 0.002462757), ('problem', 0.0024581524), ('works', 0.002389555), ('social', 0.0018811133), ('development', 0.0018562452)]",lsd_07_04_24-11-1980
1980.0,"[('coal', 0.0054569673), ('price', 0.004683637), ('production', 0.0037270815), ('rise', 0.0035337948), ('petroleum', 0.0024735967), ('fertilizers', 0.0022624477), ('sugar', 0.0021818841)]",lsd_07_04_25-11-1980
